Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
1,Brent Burns,COL,D,65.23076923076923,73.53846153846155,78.15384615384615,18.461538461538463,82,12,23,35,32
7,Kris Letang,PIT,D,24.307692307692307,39.38461538461539,45.53846153846154,9.846153846153847,74,3,31,34,38
11,Jeff Petry,"FLA, MIN",D,37.230769230769226,30.153846153846153,40.30769230769231,59.38461538461538,67,0,9,9,24
17,Ian Cole,UTA,D,32.92307692307692,34.15384615384615,34.76923076923077,68.0,82,3,20,23,50
19,Brendan Smith,CBJ,D,10.461538461538462,14.461538461538462,6.461538461538462,84.61538461538461,15,0,2,2,11
24,Ryan McDonagh,T.B,D,91.6923076923077,94.46153846153847,38.15384615384615,54.46153846153846,48,6,15,21,6
26,Drew Doughty,L.A,D,52.61538461538462,24.0,62.153846153846146,72.0,72,5,18,23,40
28,Zach Bogosian,MIN,D,21.23076923076923,28.000000000000004,29.846153846153843,53.84615384615385,41,2,4,6,18
29,Luke Schenn,"BUF, WPG",D,3.3846153846153846,12.0,6.769230769230769,8.0,50,1,6,7,43
30,Tyler Myers,"DAL, VAN",D,17.23076923076923,23.076923076923077,43.07692307692308,13.846153846153847,73,1,10,11,52
31,Erik Karlsson,PIT,D,94.46153846153847,86.76923076923076,91.07692307692308,64.3076923076923,75,15,51,66,22
33,John Carlson,"ANA, WSH",D,88.92307692307693,74.46153846153845,95.07692307692308,41.84615384615385,71,14,46,60,32
34,Roman Josi,NSH,D,68.61538461538461,75.07692307692308,76.3076923076923,15.076923076923077,68,13,42,55,30
35,Travis Hamonic,DET,D,1.8461538461538463,3.6923076923076925,11.692307692307692,25.846153846153847,26,0,2,2,29
38,Jared Spurgeon,MIN,D,78.15384615384615,75.6923076923077,31.692307692307693,70.76923076923077,79,6,16,22,14
43,Victor Hedman,T.B,D,40.30769230769231,66.46153846153847,60.30769230769231,23.384615384615383,33,1,16,17,10
47,Oliver Ekman-Larsson,TOR,D,66.46153846153847,48.0,88.61538461538461,45.53846153846154,78,8,31,39,70
49,Dmitry Kulikov,FLA,D,15.076923076923077,2.769230769230769,24.615384615384617,76.61538461538461,19,0,0,0,10
50,Nick Leddy,S.J,D,23.384615384615383,47.38461538461539,33.23076923076923,27.692307692307693,32,1,6,7,6
52,Brayden McNabb,VGK,D,62.76923076923077,50.46153846153846,66.15384615384615,64.92307692307693,63,5,7,12,26
54,Dmitry Orlov,S.J,D,47.07692307692308,21.23076923076923,82.76923076923077,63.69230769230769,82,3,34,37,48
55,Brian Dumoulin,L.A,D,30.461538461538463,37.84615384615385,25.538461538461537,42.15384615384615,82,2,15,17,22
56,Mattias Ekholm,EDM,D,91.38461538461539,72.3076923076923,99.38461538461539,72.61538461538461,82,6,35,41,30
61,Ben Chiarot,DET,D,11.692307692307692,25.846153846153847,46.76923076923077,5.846153846153846,82,5,10,15,75
64,Nick Jensen,OTT,D,68.3076923076923,92.61538461538461,40.61538461538461,2.769230769230769,61,4,13,17,22
67,Brenden Dillon,N.J,D,14.461538461538462,4.923076923076923,34.15384615384615,51.38461538461539,82,3,12,15,89
69,Radko Gudas,ANA,D,41.84615384615385,35.38461538461539,77.84615384615384,32.30769230769231,56,2,11,13,67
70,Chris Tanev,TOR,D,85.84615384615385,90.15384615384615,7.6923076923076925,89.53846153846153,11,0,2,2,0
73,Justin Holl,STL,D,19.076923076923077,16.307692307692307,41.23076923076923,13.230769230769232,9,1,1,2,6
78,Justin Faulk,"DET, STL",D,50.46153846153846,59.692307692307686,56.61538461538461,30.76923076923077,78,16,24,40,42
80,Alex Petrovic,DAL,D,16.923076923076923,23.692307692307693,68.61538461538461,4.615384615384616,54,2,8,10,47
82,Derek Forbort,VAN,D,0.6153846153846154,2.1538461538461537,0.6153846153846154,85.53846153846155,2,0,0,0,2
84,Cam Fowler,STL,D,61.53846153846154,70.15384615384616,75.38461538461539,11.076923076923077,82,4,26,30,14
89,Erik Gudbranson,CBJ,D,4.0,18.153846153846153,3.6923076923076925,3.076923076923077,37,1,2,3,19
92,Dylan McIlrath,WSH,D,5.538461538461538,0.9230769230769231,5.538461538461538,95.38461538461539,13,0,0,0,10
98,Kevin Gravel,NSH,D,67.07692307692308,84.0,32.61538461538461,90.46153846153845,1,0,0,0,0
99,John Klingberg,S.J,D,52.0,44.61538461538462,90.46153846153845,24.307692307692307,56,10,17,27,24
103,Josh Manson,COL,D,76.3076923076923,61.53846153846154,67.07692307692308,66.15384615384615,79,5,26,31,91
104,Dylan DeMelo,WPG,D,55.69230769230769,17.846153846153847,81.84615384615384,72.3076923076923,82,3,16,19,40
105,Nick Seeler,PHI,D,33.23076923076923,26.769230769230766,56.00000000000001,28.615384615384613,80,4,6,10,38
113,Mike Reilly,CAR,D,56.61538461538461,40.0,63.69230769230769,63.07692307692307,42,1,8,9,26
