Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
2,Rod Brind'Amour,CAR,C,32.81519861830743,18.825561312607945,39.03281519861831,82.03799654576856,80,9,10,19,36
4,Kris Draper,DET,C,19.689119170984455,24.870466321243523,32.64248704663213,43.86873920552677,81,7,15,22,28
5,Mike Modano,DAL,C,49.568221070811745,58.72193436960277,42.31433506044905,36.096718480138165,59,14,16,30,22
6,Owen Nolan,MIN,R,48.35924006908463,36.61485319516407,61.4853195164076,37.13298791018998,73,16,17,33,40
7,Mark Recchi,BOS,R,76.16580310880829,47.66839378238342,82.38341968911918,67.53022452504318,81,18,25,43,34
9,Craig Conroy,CGY,C,28.842832469775477,18.998272884283246,55.09499136442142,46.80483592400691,63,3,12,15,25
11,Bill Guerin,PIT,R,52.50431778929189,41.278065630397236,74.26597582037996,41.10535405872193,78,21,24,45,75
12,Vyacheslav Kozlov,ATL,L,50.431778929188255,53.54058721934369,51.29533678756477,42.31433506044905,55,8,18,26,33
13,Robert Lang,PHX,C,46.1139896373057,22.625215889464595,83.24697754749567,55.09499136442142,64,9,20,29,28
15,Brad May,DET,L,8.117443868739207,4.317789291882556,13.644214162348877,44.559585492227974,40,0,1,1,66
16,Teemu Selanne,ANA,R,78.23834196891191,73.74784110535406,68.56649395509498,56.649395509499136,54,27,21,48,16
18,Keith Tkachuk,STL,L,23.1433506044905,32.12435233160622,63.38514680483593,15.198618307426598,67,13,19,32,56
19,Doug Weight,NYI,C,33.33333333333333,50.604490500863555,57.340241796200345,3.1088082901554404,36,1,16,17,8
22,Brian Rolston,N.J,R,58.37651122625216,75.82037996545769,40.06908462867012,41.62348877374784,80,20,17,37,22
23,Alex Kovalev,OTT,R,31.606217616580313,48.35924006908463,58.72193436960277,6.0449050086355784,77,18,31,49,54
24,Dean McAmmond,N.J,C,30.22452504317789,26.94300518134715,42.31433506044905,58.37651122625216,62,8,9,17,40
25,Ray Whitney,CAR,L,57.167530224525045,62.86701208981002,75.30224525043178,32.64248704663213,80,21,37,58,26
27,Mike Knuble,WSH,R,67.70293609671847,60.62176165803109,70.98445595854922,45.9412780656304,69,29,24,53,59
30,Cory Stillman,FLA,L,54.74956822107081,69.43005181347151,63.903281519861835,9.844559585492227,58,15,22,37,22
32,Kirk Maltby,DET,L,5.872193436960276,6.390328151986183,5.699481865284974,80.48359240069085,52,4,2,6,32
34,Jere Lehtinen,DAL,R,90.84628670120898,88.94645941278065,62.00345423143351,67.18480138169257,58,4,13,17,8
36,Derek Armstrong,STL,C,87.73747841105354,83.24697754749567,46.45941278065631,88.94645941278065,6,0,0,0,2
37,Ian Laperriere,PHI,R,4.66321243523316,8.117443868739207,8.290155440414509,48.877374784110536,82,3,17,20,162
38,Stephane Yelle,"CAR, COL",C,4.8359240069084635,5.872193436960276,18.307426597582037,47.66839378238342,70,4,4,8,32
39,Donald Brashear,NYR,L,3.9723661485319512,3.6269430051813467,4.490500863557859,48.53195164075993,36,0,1,1,73
41,Paul Kariya,STL,L,80.31088082901555,68.73920552677029,78.06563039723662,46.286701208981,75,18,25,43,36
42,Rob Niedermayer,N.J,C,8.290155440414509,14.507772020725387,10.708117443868739,18.307426597582037,71,10,12,22,45
43,Jason Arnott,NSH,C,81.17443868739205,69.2573402417962,93.60967184801382,11.398963730569948,63,19,27,46,24
