Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
2,Joe Thornton,TOR,C,42.211055276381906,20.100502512562816,48.57621440536013,76.04690117252932,44,5,15,20,14
3,Patrick Marleau,S.J,C,57.11892797319933,72.02680067001675,23.785594639865998,59.463986599664985,56,4,5,9,10
4,Jason Spezza,TOR,C,82.57956448911223,96.64991624790619,45.56113902847571,21.608040201005025,54,10,20,30,6
5,Mikko Koivu,CBJ,C,7.035175879396985,22.278056951423785,29.98324958123953,6.030150753768844,7,1,1,2,2
6,Valtteri Filppula,DET,C,20.268006700167504,17.922948073701843,41.70854271356784,50.9212730318258,38,6,9,15,12
7,Frans Nielsen,DET,C,76.38190954773869,88.44221105527639,40.871021775544385,40.03350083752093,29,1,5,6,0
9,Eric Staal,"BUF, MTL",C,51.92629815745393,59.96649916247906,62.6465661641541,20.435510887772192,53,5,8,13,10
12,Jeff Carter,"L.A, PIT",C,80.90452261306532,71.35678391959799,79.22948073701842,63.65159128978225,54,17,13,30,22
13,Dustin Brown,L.A,R,80.40201005025126,54.60636515912898,76.04690117252932,81.57453936348409,49,17,14,31,18
14,Zach Parise,MIN,L,78.55946398659967,81.4070351758794,80.40201005025126,8.877721943048575,45,7,11,18,6
15,Ryan Getzlaf,ANA,C,41.038525963149084,10.217755443886096,82.91457286432161,54.2713567839196,48,5,12,17,43
17,Corey Perry,MTL,R,14.40536013400335,13.23283082077052,23.953098827470686,64.321608040201,49,9,12,21,39
18,Loui Eriksson,VAN,L,2.3450586264656614,3.350083752093802,1.507537688442211,3.1825795644891124,7,0,1,1,2
19,Patrice Bergeron,BOS,C,96.31490787269682,82.57956448911223,99.16247906197655,86.09715242881072,54,23,25,48,16
21,David Backes,ANA,R,43.383584589614735,56.61641541038526,34.33835845896148,35.845896147403685,15,3,1,4,4
22,Brad Richardson,NSH,R,72.8643216080402,61.13902847571189,52.09380234505863,76.54941373534339,17,1,3,4,4
23,Nate Thompson,WPG,C,47.90619765494137,39.36348408710218,22.948073701842546,86.93467336683418,44,2,3,5,4
24,Joe Pavelski,DAL,C,96.98492462311557,84.58961474036852,89.11222780569514,79.39698492462311,56,25,26,51,16
26,Alex Ovechkin,WSH,L,61.80904522613066,81.23953098827471,74.87437185929649,5.360134003350084,45,24,18,42,12
27,Evgeni Malkin,PIT,C,39.36348408710218,32.49581239530988,80.23450586264657,21.105527638190953,33,8,20,28,24
28,Blake Wheeler,WPG,R,20.100502512562816,38.860971524288104,75.54438860971524,3.350083752093802,50,15,31,46,50
29,Alexander Radulov,DAL,R,78.22445561139028,43.04857621440536,99.32998324958125,95.97989949748744,11,4,8,12,6
30,Travis Zajac,"N.J, NYI",C,67.33668341708542,82.41206030150754,58.458961474036855,28.97822445561139,46,8,12,20,6
31,Blake Comeau,DAL,L,18.425460636515915,13.735343383584588,30.318257956448914,34.33835845896148,51,4,10,14,37
32,Carl Soderberg,"CHI, COL",C,9.212730318257957,10.552763819095476,19.262981574539364,23.450586264656618,45,7,10,17,18
34,David Krejci,BOS,C,70.18425460636516,43.88609715242881,77.55443886097152,74.5393634840871,51,8,36,44,16
