Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
6,Roman Hamrlik,"NYR, WSH",D,26.89655172413793,0.6896551724137931,10.0,96.20689655172414,16,0,1,1,8
7,Sergei Gonchar,OTT,D,43.44827586206896,48.62068965517241,67.93103448275862,26.551724137931032,45,3,24,27,26
8,Adrian Aucoin,CBJ,D,11.03448275862069,9.655172413793103,23.448275862068964,52.41379310344828,36,0,4,4,16
15,Hal Gill,NSH,D,17.586206896551722,5.862068965517241,18.96551724137931,76.20689655172413,32,0,0,0,12
16,Kimmo Timonen,PHI,D,62.06896551724138,25.17241379310345,90.6896551724138,82.06896551724138,45,5,24,29,36
18,Ed Jovanovski,FLA,D,90.0,95.17241379310344,30.344827586206897,55.51724137931034,6,0,1,1,0
21,Sheldon Souray,ANA,D,32.758620689655174,33.44827586206897,87.93103448275862,12.758620689655173,44,7,10,17,52
24,Bryce Salvador,N.J,D,1.7241379310344827,11.379310344827587,20.344827586206897,3.103448275862069,39,0,2,2,22
27,Wade Redden,"BOS, STL",D,76.55172413793103,60.0,61.37931034482759,90.0,29,3,4,7,11
33,Stephane Robidas,DAL,D,22.413793103448278,16.896551724137932,58.27586206896552,26.20689655172414,48,1,12,13,52
34,Filip Kuba,FLA,D,12.068965517241379,18.275862068965516,47.58620689655172,16.896551724137932,44,1,9,10,24
36,Chris Phillips,OTT,D,50.3448275862069,59.310344827586206,69.6551724137931,14.13793103448276,48,5,9,14,43
37,Derek Morris,PHX,D,22.758620689655174,29.655172413793103,48.96551724137931,21.379310344827587,39,0,11,11,36
41,Cory Sarich,CGY,D,25.17241379310345,5.172413793103448,22.413793103448278,88.96551724137932,28,0,2,2,16
44,Zdeno Chara,BOS,D,72.06896551724138,54.137931034482754,76.20689655172413,57.931034482758626,48,7,12,19,70
45,Tom Poti,WSH,D,62.41379310344828,88.27586206896552,75.51724137931033,3.4482758620689653,16,0,2,2,2
47,Toni Lydman,ANA,D,64.82758620689654,44.827586206896555,48.62068965517241,91.37931034482759,35,0,6,6,12
49,Michal Rozsival,CHI,D,53.79310344827586,23.79310344827586,77.24137931034483,81.03448275862068,27,0,12,12,14
50,Brett Clark,MIN,D,80.3448275862069,98.62068965517241,15.172413793103448,2.413793103448276,8,0,1,1,0
52,Tomas Kaberle,MTL,D,99.3103448275862,96.89655172413794,95.86206896551724,82.75862068965517,10,0,3,3,0
53,Sami Salo,T.B,D,27.241379310344826,46.206896551724135,16.551724137931036,48.275862068965516,46,2,15,17,16
54,Francis Bouillon,MTL,D,27.93103448275862,29.310344827586203,66.55172413793103,27.93103448275862,48,1,8,9,21
60,Eric Brewer,T.B,D,44.48275862068966,47.241379310344826,60.3448275862069,43.44827586206896,48,4,8,12,30
63,Scott Hannan,"NSH, S.J",D,3.4482758620689653,2.0689655172413794,17.93103448275862,24.82758620689655,33,0,1,1,22
65,Henrik Tallinder,N.J,D,80.0,45.86206896551724,65.17241379310344,93.44827586206897,25,1,3,4,10
66,Joe Corvo,CAR,D,70.6896551724138,77.24137931034483,85.17241379310346,50.3448275862069,40,6,11,17,14
68,Brian Campbell,FLA,D,91.0344827586207,78.62068965517241,63.793103448275865,78.62068965517241,48,8,19,27,12
69,Andrew Ference,BOS,D,31.379310344827587,51.724137931034484,22.758620689655174,21.03448275862069,48,4,9,13,35
73,Dan Boyle,S.J,D,81.72413793103448,49.6551724137931,97.24137931034483,80.0,46,7,13,20,25
76,Brad Stuart,S.J,D,20.0,24.82758620689655,39.310344827586206,29.310344827586203,48,0,6,6,25
77,Bryan Allen,ANA,D,6.206896551724138,10.689655172413794,15.862068965517242,25.517241379310345,41,0,6,6,32
81,Robyn Regehr,"BUF, L.A",D,1.3793103448275863,3.103448275862069,13.793103448275861,20.0,41,0,4,4,23
85,John Erskine,WSH,D,23.448275862068964,28.965517241379313,34.48275862068966,33.793103448275865,30,3,3,6,34
90,Francois Beauchemin,ANA,D,57.931034482758626,56.20689655172414,93.10344827586206,28.620689655172416,48,6,18,24,22
95,Rob Scuderi,L.A,D,51.03448275862069,86.55172413793103,58.9655172413793,1.0344827586206897,48,1,11,12,4
97,Kent Huskins,"DET, PHI",D,6.551724137931035,28.620689655172416,5.172413793103448,49.310344827586206,19,0,1,1,4
99,Andrei Markov,MTL,D,36.206896551724135,63.793103448275865,38.275862068965516,10.689655172413794,48,10,20,30,14
103,Mark Eaton,PIT,D,12.758620689655173,44.48275862068966,12.758620689655173,29.655172413793103,23,0,0,0,4
108,Barret Jackman,STL,D,16.206896551724135,19.310344827586206,44.827586206896555,15.517241379310345,46,3,9,12,39
110,Nolan Yonkman,FLA,D,2.413793103448276,7.931034482758621,6.206896551724138,17.24137931034483,7,0,0,0,11
111,Jordan Leopold,"BUF, STL",D,28.965517241379313,48.96551724137931,37.24137931034483,32.41379310344827,39,2,8,10,14
113,Matt Carkner,NYI,D,37.58620689655172,16.551724137931036,82.41379310344827,33.44827586206897,22,0,2,2,46
122,Radek Martinek,NYI,D,29.655172413793103,54.48275862068965,27.586206896551722,39.6551724137931,13,3,0,3,4
123,Douglas Murray,"PIT, S.J",D,2.7586206896551726,13.448275862068964,13.448275862068964,41.37931034482759,43,1,5,6,35
127,Mark Streit,NYI,D,41.03448275862069,62.41379310344828,60.689655172413794,14.482758620689657,48,6,21,27,22
129,Mike Weaver,FLA,D,45.17241379310345,50.689655172413794,57.24137931034483,56.20689655172414,27,1,8,9,8
132,Rostislav Klesla,PHX,D,35.51724137931034,49.310344827586206,33.793103448275865,55.86206896551724,38,2,6,8,22
135,Ron Hainsey,WPG,D,64.48275862068965,75.86206896551724,58.620689655172406,16.551724137931036,47,0,13,13,10
136,Brooks Orpik,PIT,D,10.344827586206897,16.206896551724135,29.310344827586203,13.10344827586207,46,0,8,8,32
137,Anton Volchenkov,N.J,D,35.86206896551724,22.413793103448278,83.79310344827586,19.655172413793103,37,1,4,5,37
141,Niklas Kronwall,DET,D,24.82758620689655,18.96551724137931,64.48275862068965,26.89655172413793,48,5,24,29,44
142,Nick Schultz,EDM,D,29.310344827586203,17.93103448275862,65.51724137931035,36.55172413793103,48,1,8,9,24
144,Kurtis Foster,PHI,D,8.275862068965518,30.344827586206897,56.20689655172414,2.7586206896551726,23,1,4,5,25
146,Andreas Lilja,PHI,D,68.27586206896552,88.96551724137932,10.344827586206897,64.82758620689654,4,0,0,0,0
148,Paul Martin,PIT,D,56.20689655172414,62.06896551724138,70.34482758620689,30.344827586206897,34,6,17,23,16
149,Lubomir Visnovsky,NYI,D,88.27586206896552,63.10344827586207,95.51724137931035,83.10344827586206,35,3,11,14,20
152,Greg Zanon,COL,D,3.793103448275862,10.0,10.689655172413794,8.275862068965518,44,0,6,6,28
153,John-Michael Liles,TOR,D,85.17241379310346,84.48275862068965,50.3448275862069,54.48275862068965,32,2,9,11,4
155,Deryk Engelland,PIT,D,14.827586206896552,10.344827586206897,38.62068965517241,39.310344827586206,42,0,6,6,54
164,Mike Komisarek,TOR,D,5.517241379310345,4.482758620689655,23.79310344827586,84.48275862068965,4,0,0,0,2
166,Dan Hamhuis,VAN,D,96.89655172413794,87.93103448275862,67.58620689655173,69.3103448275862,47,4,20,24,12
170,Carlo Colaiacovo,DET,D,59.310344827586206,50.3448275862069,74.82758620689656,8.96551724137931,6,0,1,1,2
173,Tim Gleason,CAR,D,7.241379310344828,22.06896551724138,24.82758620689655,9.310344827586208,42,0,9,9,40
177,Fedor Tyutin,CBJ,D,51.724137931034484,40.3448275862069,66.89655172413794,47.93103448275862,48,4,18,22,28
183,Jay Harrison,CAR,D,25.862068965517242,35.86206896551724,45.51724137931035,23.448275862068964,47,3,7,10,51
184,Aaron Johnson,BOS,D,21.03448275862069,8.275862068965518,43.44827586206896,63.10344827586207,10,0,0,0,10
187,Christian Ehrhoff,BUF,D,86.20689655172413,55.51724137931034,98.27586206896551,67.24137931034483,47,5,17,22,34
190,Kevin Bieksa,VAN,D,26.551724137931032,52.758620689655174,82.06896551724138,7.931034482758621,36,6,6,12,48
191,Dennis Seidenberg,BOS,D,93.10344827586206,90.0,57.931034482758626,38.62068965517241,46,4,13,17,10
193,Marek Zidlicky,N.J,D,47.58620689655172,45.51724137931035,84.82758620689656,16.206896551724135,48,4,15,19,38
194,Andrew Alberts,VAN,D,4.827586206896552,15.172413793103448,8.620689655172415,36.206896551724135,24,0,1,1,32
