Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
2,Sergei Gonchar,"DAL, MTL",D,37.13355048859935,28.990228013029316,35.50488599348534,53.09446254071661,48,1,13,14,18
3,Kimmo Timonen,CHI,D,22.475570032573287,56.35179153094463,1.6286644951140066,26.058631921824105,16,0,0,0,2
5,Bryce Salvador,N.J,D,3.257328990228013,11.074918566775244,13.680781758957655,7.81758957654723,15,0,2,2,20
9,Stephane Robidas,TOR,D,7.166123778501629,9.77198697068404,6.514657980456026,79.80456026058633,52,1,6,7,34
10,Chris Phillips,OTT,D,7.81758957654723,23.778501628664493,5.863192182410423,44.299674267100976,36,0,3,3,12
14,Zdeno Chara,BOS,D,63.19218241042345,54.071661237785015,87.94788273615634,33.22475570032573,63,8,12,20,42
15,Michal Rozsival,CHI,D,37.785016286644954,40.71661237785016,50.1628664495114,37.45928338762215,65,1,12,13,22
17,Willie Mitchell,FLA,D,43.97394136807817,55.700325732899024,56.02605863192183,41.042345276872965,66,3,5,8,25
23,Eric Brewer,"ANA, T.B, TOR",D,12.052117263843648,22.149837133550488,36.807817589576544,15.960912052117262,44,3,8,11,36
26,Scott Hannan,S.J,D,19.86970684039088,24.429967426710096,19.218241042345277,35.83061889250814,58,2,5,7,26
29,Brian Campbell,FLA,D,76.8729641693811,62.54071661237784,72.31270358306189,79.15309446254072,82,3,24,27,22
30,Andrew Ference,EDM,D,12.703583061889251,26.384364820846905,36.156351791530945,43.97394136807817,70,3,11,14,35
33,Dan Boyle,NYR,D,87.29641693811075,74.9185667752443,75.8957654723127,89.25081433224756,65,9,11,20,20
36,Brad Stuart,COL,D,60.26058631921825,72.9641693811075,27.36156351791531,74.5928338762215,65,3,10,13,16
37,Bryan Allen,"ANA, MTL",D,40.06514657980456,32.24755700325733,28.990228013029316,86.31921824104235,11,0,2,2,6
40,Robyn Regehr,L.A,D,5.211726384364821,19.54397394136808,21.49837133550489,17.91530944625407,67,3,10,13,45
