Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
2,Rod Brind'Amour,CAR,C,33.44827586206897,60.17241379310345,15.172413793103448,18.275862068965516,80,16,35,51,36
5,Kris Draper,DET,C,6.206896551724138,16.551724137931036,6.724137931034482,1.896551724137931,79,7,10,17,40
6,Sergei Fedorov,WSH,C,72.75862068965517,44.6551724137931,91.37931034482759,84.13793103448276,52,11,22,33,50
7,Bobby Holik,N.J,C,17.413793103448274,12.586206896551724,38.96551724137931,58.793103448275865,62,4,5,9,66
8,Claude Lemieux,S.J,R,11.03448275862069,7.413793103448276,11.551724137931034,80.17241379310344,18,0,1,1,21
9,Mike Modano,DAL,C,36.37931034482759,40.17241379310345,60.689655172413794,27.93103448275862,80,15,31,46,46
10,Owen Nolan,MIN,R,67.93103448275862,70.34482758620689,79.65517241379311,28.965517241379313,59,25,20,45,26
12,Mark Recchi,"BOS, T.B",R,55.172413793103445,72.75862068965517,32.41379310344827,25.0,80,23,38,61,22
14,Gary Roberts,T.B,L,8.275862068965518,8.96551724137931,10.86206896551724,7.06896551724138,30,4,3,7,27
15,Jeremy Roenick,S.J,C,23.96551724137931,27.75862068965517,33.275862068965516,24.655172413793103,42,4,9,13,24
16,Joe Sakic,COL,C,86.20689655172413,95.0,56.20689655172414,3.2758620689655173,15,2,10,12,6
18,Brendan Shanahan,N.J,L,9.827586206896552,32.068965517241374,19.310344827586206,2.413793103448276,34,6,8,14,29
19,Mike Sillinger,NYI,C,86.72413793103448,94.48275862068965,27.241379310344826,76.55172413793103,7,2,0,2,0
20,Mats Sundin,VAN,C,38.44827586206897,29.13793103448276,47.41379310344828,44.310344827586206,41,9,19,28,28
21,Craig Conroy,CGY,C,73.62068965517241,62.58620689655172,81.20689655172414,38.96551724137931,82,12,36,48,28
23,Bill Guerin,"NYI, PIT",R,49.48275862068965,48.275862068965516,65.17241379310344,30.517241379310345,78,21,27,48,81
27,Vyacheslav Kozlov,ATL,L,50.86206896551724,44.310344827586206,60.3448275862069,50.0,82,26,50,76,44
28,Robert Lang,MTL,C,32.758620689655174,37.24137931034483,48.62068965517241,34.6551724137931,50,18,21,39,36
30,Brad May,"ANA, TOR",L,6.0344827586206895,7.241379310344828,12.241379310344827,63.10344827586207,58,1,6,7,89
31,Teemu Selanne,ANA,R,61.37931034482759,70.51724137931035,72.06896551724138,34.310344827586206,65,27,27,54,36
33,Keith Tkachuk,STL,L,56.72413793103448,39.13793103448276,79.3103448275862,45.86206896551724,79,25,24,49,61
34,Doug Weight,NYI,C,34.82758620689655,12.931034482758621,73.27586206896551,46.89655172413793,53,10,28,38,55
38,Brian Rolston,N.J,R,43.62068965517241,50.86206896551724,56.03448275862068,20.862068965517242,64,15,17,32,30
40,Alex Kovalev,MTL,R,40.86206896551724,54.48275862068965,64.48275862068965,27.068965517241377,78,26,39,65,74
41,Markus Naslund,NYR,L,72.93103448275862,53.275862068965516,88.79310344827587,62.41379310344828,82,24,22,46,57
42,Dean McAmmond,"NYI, OTT",C,31.724137931034484,32.758620689655174,44.13793103448276,56.72413793103448,62,5,11,16,24
43,Ray Whitney,CAR,L,75.17241379310344,68.27586206896552,64.13793103448275,61.89655172413793,82,24,53,77,32
46,Michael Nylander,WSH,C,53.62068965517241,34.48275862068966,88.96551724137932,17.413793103448274,72,9,24,33,32
47,Mike Knuble,PHI,R,61.89655172413793,43.275862068965516,73.44827586206897,52.41379310344828,82,27,20,47,62
50,Cory Stillman,FLA,L,36.724137931034484,41.55172413793103,46.206896551724135,51.89655172413793,63,17,32,49,37
53,Michael Peca,CBJ,C,13.96551724137931,22.24137931034483,44.827586206896555,17.75862068965517,71,4,18,22,58
54,Darren McCarty,DET,R,3.2758620689655173,6.551724137931035,8.103448275862068,41.03448275862069,13,1,0,1,25
55,Kirk Maltby,DET,L,10.86206896551724,15.517241379310345,8.793103448275861,31.551724137931036,78,5,6,11,28
57,Jere Lehtinen,DAL,R,97.06896551724138,98.44827586206897,74.48275862068967,40.0,48,8,16,24,8
59,Derek Armstrong,L.A,C,7.241379310344828,8.275862068965518,21.89655172413793,55.344827586206904,56,5,4,9,63
60,Ian Laperriere,COL,R,19.482758620689655,10.86206896551724,35.689655172413794,82.58620689655173,74,7,12,19,163
61,Stephane Yelle,BOS,C,13.275862068965516,16.896551724137932,7.586206896551724,78.10344827586206,77,7,11,18,32
62,Donald Brashear,WSH,L,5.172413793103448,4.310344827586207,4.310344827586207,63.96551724137931,63,1,3,4,121
65,Chris Gratton,"CBJ, T.B",C,10.689655172413794,15.689655172413794,19.82758620689655,10.172413793103448,24,0,3,3,12
66,Paul Kariya,STL,L,96.37931034482759,89.48275862068965,58.27586206896552,94.82758620689656,11,2,13,15,2
67,Rob Niedermayer,ANA,C,5.862068965517241,16.206896551724135,4.655172413793104,7.586206896551724,79,14,7,21,42
68,Viktor Kozlov,WSH,C,87.41379310344828,86.37931034482759,82.06896551724138,16.379310344827587,67,13,28,41,16
69,Jason Arnott,NSH,C,60.0,63.44827586206897,98.62068965517241,1.206896551724138,65,33,24,57,47
71,Landon Wilson,DAL,R,45.86206896551724,36.206896551724135,45.3448275862069,82.75862068965517,27,2,6,8,21
72,Saku Koivu,MTL,C,54.65517241379311,68.10344827586206,81.55172413793103,9.137931034482758,65,16,34,50,44
73,Todd Bertuzzi,CGY,R,22.06896551724138,20.344827586206897,46.89655172413793,11.379310344827587,66,15,29,44,74
74,Shean Donovan,OTT,R,41.724137931034484,30.344827586206897,50.172413793103445,72.58620689655172,65,5,5,10,34
75,Jay Pandolfo,N.J,L,44.6551724137931,75.86206896551724,3.793103448275862,9.827586206896552,61,5,5,10,10
76,Jamie Langenbrunner,N.J,R,80.86206896551724,61.206896551724135,97.06896551724138,53.44827586206896,81,29,40,69,56
77,Brendan Morrison,"ANA, DAL",C,35.86206896551724,42.241379310344826,57.931034482758626,39.13793103448276,81,16,15,31,32
79,Ville Peltonen,FLA,L,32.58620689655172,53.79310344827586,51.724137931034484,13.793103448275861,79,12,19,31,31
80,Vinny Prospal,T.B,L,49.6551724137931,35.0,74.6551724137931,23.275862068965516,82,19,26,45,52
82,Jamal Mayers,TOR,R,22.24137931034483,27.413793103448274,20.17241379310345,22.24137931034483,71,7,9,16,82
83,Miroslav Satan,PIT,R,68.79310344827586,60.689655172413794,72.93103448275862,57.758620689655174,65,17,19,36,36
84,Scott Walker,CAR,R,39.48275862068966,35.51724137931034,40.689655172413794,77.58620689655173,41,5,10,15,39
85,Darcy Tucker,COL,R,25.689655172413794,14.827586206896552,30.517241379310345,84.6551724137931,63,8,8,16,67
86,Todd Marchant,ANA,C,14.310344827586208,25.689655172413794,18.79310344827586,33.10344827586207,72,5,13,18,34
87,Andrew Brunette,MIN,L,91.72413793103448,79.13793103448276,94.6551724137931,25.344827586206897,80,22,28,50,18
89,Mike Grier,S.J,R,27.586206896551722,42.41379310344828,18.103448275862068,37.06896551724138,62,10,13,23,25
90,Pavol Demitra,VAN,R,97.24137931034483,93.10344827586206,84.13793103448276,32.068965517241374,69,20,33,53,20
92,Scott Nichol,NSH,C,8.620689655172415,11.724137931034482,32.93103448275862,36.896551724137936,43,4,6,10,41
93,Radek Bonk,NSH,C,11.724137931034482,16.379310344827587,15.862068965517242,72.75862068965517,66,9,16,25,34
95,Petr Sykora,PIT,R,34.13793103448276,47.06896551724138,59.48275862068966,31.03448275862069,76,25,21,46,36
97,Ryan Smyth,COL,L,83.79310344827586,67.06896551724138,95.86206896551724,26.551724137931032,77,26,33,59,62
98,Wade Belak,"FLA, NSH",R,2.586206896551724,3.620689655172414,18.620689655172416,76.20689655172413,53,0,2,2,79
100,Ethan Moreau,EDM,L,30.17241379310345,40.3448275862069,42.41379310344828,15.862068965517242,77,14,12,26,131
101,Wayne Primeau,CGY,C,57.24137931034483,28.448275862068968,40.3448275862069,93.44827586206897,24,0,4,4,14
102,Ryan Johnson,VAN,C,20.17241379310345,37.41379310344828,4.827586206896552,26.379310344827587,62,2,7,9,12
103,Mathieu Dandenault,MTL,R,58.620689655172406,30.17241379310345,67.24137931034483,78.27586206896552,41,4,8,12,17
104,Richard Park,NYI,R,36.03448275862069,49.6551724137931,56.72413793103448,24.82758620689655,71,14,17,31,34
105,Patrik Elias,N.J,C,89.65517241379311,75.51724137931033,85.86206896551725,61.03448275862069,77,31,47,78,32
107,Freddy Modin,CBJ,L,55.00000000000001,55.172413793103445,55.86206896551724,65.51724137931035,50,9,16,25,28
109,Chris Drury,NYR,C,47.241379310344826,71.37931034482759,52.241379310344826,21.89655172413793,81,22,34,56,32
110,Chris Clark,WSH,R,9.137931034482758,13.448275862068964,19.137931034482758,35.86206896551724,32,1,5,6,32
111,Milan Hejduk,COL,R,96.55172413793103,93.62068965517241,92.58620689655173,11.89655172413793,82,27,32,59,16
113,Daniel Alfredsson,OTT,R,96.20689655172414,89.82758620689654,96.55172413793103,19.82758620689655,79,24,50,74,24
115,Andre Roy,CGY,R,11.89655172413793,12.241379310344827,3.4482758620689653,82.93103448275862,44,3,0,3,83
117,Steve Sullivan,NSH,L,53.96551724137931,46.89655172413793,83.79310344827586,38.275862068965516,41,11,21,32,30
118,Eric Boulton,ATL,L,14.827586206896552,21.72413793103448,51.37931034482759,31.896551724137932,76,3,10,13,176
119,Richard Zednik,FLA,R,55.68965517241379,61.724137931034484,85.0,16.206896551724135,70,17,16,33,46
120,Tomas Holmstrom,DET,L,44.48275862068966,25.517241379310345,67.41379310344827,72.24137931034483,53,14,23,37,38
123,Daymond Langkow,CGY,C,91.0344827586207,79.48275862068965,62.06896551724138,74.48275862068967,73,21,28,49,20
124,Shane Doan,PHX,R,62.93103448275862,58.793103448275865,84.6551724137931,25.517241379310345,82,31,42,73,72
125,Radek Dvorak,FLA,R,29.13793103448276,36.37931034482759,46.37931034482759,20.17241379310345,81,15,21,36,42
126,Jarome Iginla,CGY,R,71.20689655172414,81.89655172413794,66.89655172413794,9.310344827586208,82,35,54,89,30
129,Georges Laraque,MTL,R,7.06896551724138,2.9310344827586206,13.10344827586207,75.86206896551724,33,0,2,2,59
130,Jochen Hecht,BUF,C,48.44827586206897,62.93103448275862,50.3448275862069,29.655172413793103,70,12,15,27,33
132,Marc Savard,BOS,C,43.44827586206896,48.44827586206897,98.44827586206897,2.586206896551724,82,25,63,88,70
133,Michal Handzus,L.A,C,37.75862068965517,57.068965517241374,33.10344827586207,23.103448275862068,82,18,24,42,32
136,P.J. Axelsson,BOS,L,39.310344827586206,64.82758620689654,16.206896551724135,22.586206896551726,75,6,24,30,16
138,Jody Shelley,S.J,L,6.379310344827586,6.896551724137931,8.448275862068966,60.862068965517246,70,2,2,4,116
139,Glen Metropolit,"MTL, PHI",C,22.758620689655174,23.620689655172413,29.48275862068965,70.86206896551724,76,6,11,17,28
141,J-P Dumont,NSH,R,94.82758620689656,90.0,98.27586206896551,8.275862068965518,82,16,49,65,20
142,Boyd Devereaux,TOR,C,93.62068965517241,95.6896551724138,48.275862068965516,69.13793103448276,23,6,5,11,2
145,Marty Reasoner,ATL,C,65.86206896551724,52.58620689655172,52.758620689655174,77.93103448275862,79,14,16,30,36
146,Daniel Briere,PHI,C,36.206896551724135,49.48275862068965,50.689655172413794,30.862068965517242,29,11,14,25,26
147,Dainius Zubrus,N.J,C,46.89655172413793,23.275862068965516,74.13793103448276,52.58620689655172,82,15,25,40,69
148,Marco Sturm,BOS,L,89.48275862068965,78.27586206896552,84.48275862068965,71.03448275862068,19,7,6,13,8
150,Dan Lacouture,CAR,L,8.448275862068966,19.655172413793103,43.62068965517241,10.689655172413794,11,2,0,2,10
151,Matt Cullen,CAR,C,61.206896551724135,76.0344827586207,55.51724137931034,41.206896551724135,69,22,21,43,20
152,Steve Begin,"DAL, MTL",L,26.551724137931032,34.6551724137931,28.10344827586207,16.551724137931036,62,7,5,12,42
156,Jon Sim,NYI,L,34.310344827586206,45.3448275862069,60.17241379310345,2.2413793103448274,49,9,6,15,42
157,Arron Asham,PHI,R,30.517241379310345,26.20689655172414,47.06896551724138,73.62068965517241,78,8,12,20,155
158,Mark Parrish,DAL,R,15.689655172413794,22.586206896551726,25.17241379310345,62.241379310344826,44,8,5,13,18
159,Boyd Kane,PHI,L,70.51724137931035,88.62068965517241,37.75862068965517,87.58620689655172,1,0,0,0,0
160,Craig MacDonald,CBJ,C,79.82758620689656,92.58620689655173,6.206896551724138,60.689655172413794,8,1,1,2,0
162,Eric Belanger,MIN,C,46.206896551724135,68.96551724137932,40.0,39.310344827586206,79,13,23,36,26
163,Trent Whitfield,STL,C,94.48275862068965,92.41379310344827,76.37931034482759,70.0,3,0,1,1,0
165,Matt Bradley,WSH,R,16.724137931034484,16.724137931034484,8.275862068965518,49.6551724137931,81,5,6,11,59
166,Jesse Boulerice,EDM,R,68.10344827586206,82.24137931034483,49.137931034482754,90.86206896551724,2,0,0,0,0
167,Brian Willsie,COL,R,40.51724137931034,33.44827586206897,41.724137931034484,74.82758620689656,42,1,3,4,14
169,Craig Adams,"CHI, PIT",R,17.586206896551722,15.862068965517242,17.413793103448274,56.55172413793104,45,2,5,7,22
170,Fernando Pisani,EDM,R,59.827586206896555,77.75862068965517,46.55172413793103,13.10344827586207,38,7,8,15,12
171,Dan Hinote,STL,R,1.896551724137931,2.586206896551724,11.379310344827587,13.96551724137931,51,1,4,5,64
173,Samuel Pahlsson,"ANA, CHI",C,5.0,13.620689655172413,6.0344827586206895,2.7586206896551726,65,7,11,18,34
178,Matt Cooke,PIT,L,26.379310344827587,28.793103448275865,38.103448275862064,30.17241379310345,76,13,18,31,101
179,Brett McLean,FLA,C,32.068965517241374,42.58620689655173,36.724137931034484,18.620689655172416,80,7,12,19,29
180,Shawn Thornton,BOS,L,41.03448275862069,24.655172413793103,21.551724137931032,89.48275862068965,79,6,5,11,123
181,Aaron Downey,DET,R,20.862068965517242,23.448275862068964,50.0,77.24137931034483,4,1,1,2,7
182,Sergei Samsonov,CAR,L,38.96551724137931,58.620689655172406,68.10344827586206,5.0,81,16,32,48,28
