Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
1,Zdeno Chara,BOS,D,12.541254125412541,14.521452145214523,38.613861386138616,15.181518151815181,68,5,9,14,60
4,Ron Hainsey,OTT,D,71.61716171617162,79.53795379537954,27.062706270627064,58.745874587458744,64,1,11,12,12
6,Deryk Engelland,VGK,D,13.861386138613863,9.900990099009901,48.18481848184818,21.122112211221122,49,1,5,6,37
10,Dan Hamhuis,NSH,D,17.16171617161716,9.570957095709572,14.19141914191419,80.85808580858085,60,0,8,8,35
12,Trevor Daley,DET,D,3.9603960396039604,7.2607260726072615,41.254125412541256,3.9603960396039604,43,0,7,7,20
14,Jay Bouwmeester,STL,D,9.900990099009901,30.693069306930692,2.9702970297029703,41.584158415841586,56,1,8,9,20
15,Johnny Boychuk,NYI,D,45.87458745874587,69.3069306930693,45.87458745874587,15.51155115511551,64,2,9,11,14
17,Duncan Keith,CHI,D,58.08580858085809,65.67656765676567,50.495049504950494,22.112211221122113,61,3,24,27,18
18,Jonathan Ericsson,DET,D,13.531353135313532,24.752475247524753,53.46534653465347,1.9801980198019802,18,0,0,0,4
20,Ryan Suter,MIN,D,92.07920792079209,94.05940594059405,90.0990099009901,6.9306930693069315,69,8,40,48,12
21,Braydon Coburn,T.B,D,22.442244224422442,23.432343234323433,60.726072607260726,6.270627062706271,40,1,3,4,16
24,Brent Seabrook,CHI,D,27.39273927392739,51.48514851485149,31.02310231023102,31.02310231023102,32,3,1,4,8
27,Brent Burns,S.J,D,66.006600660066,76.23762376237624,75.9075907590759,23.762376237623762,70,12,33,45,34
32,Shea Weber,MTL,D,72.93729372937293,70.29702970297029,95.7095709570957,17.82178217821782,65,15,21,36,33
37,Mark Giordano,CGY,D,75.57755775577559,57.755775577557756,81.84818481848185,82.83828382838284,60,5,26,31,34
44,Mike Green,"DET, EDM",D,32.67326732673268,18.48184818481848,37.95379537953795,67.32673267326733,50,3,8,11,32
47,Alex Goligoski,ARI,D,50.165016501650165,43.89438943894389,64.68646864686468,49.504950495049506,70,4,28,32,24
49,Andrej Sekera,DAL,D,42.244224422442244,43.23432343234324,23.432343234323433,81.84818481848185,57,2,6,8,14
50,Alexander Edler,VAN,D,55.115511551155116,47.194719471947195,82.17821782178217,30.033003300330037,59,5,28,33,62
51,Roman Polak,DAL,D,5.6105610561056105,10.231023102310232,6.9306930693069315,16.17161716171617,41,0,4,4,24
56,Jack Johnson,PIT,D,9.24092409240924,20.792079207920793,17.16171617161716,9.570957095709572,67,3,8,11,26
58,Marc Staal,NYR,D,15.51155115511551,38.613861386138616,14.521452145214523,47.194719471947195,52,2,9,11,16
61,Matt Niskanen,PHI,D,69.3069306930693,46.864686468646866,82.50825082508251,57.755775577557756,68,8,25,33,29
63,Marc-Edouard Vlasic,S.J,D,87.12871287128714,92.73927392739274,32.34323432343234,25.412541254125415,70,5,10,15,10
65,Kris Letang,PIT,D,72.27722772277228,74.91749174917491,98.01980198019803,3.6303630363036308,61,15,29,44,38
66,Kris Russell,EDM,D,48.84488448844885,68.64686468646865,4.9504950495049505,90.0990099009901,55,0,9,9,14
67,Keith Yandle,FLA,D,62.04620462046204,70.62706270627062,70.62706270627062,53.46534653465347,69,5,40,45,20
69,Niklas Hjalmarsson,ARI,D,1.9801980198019802,5.6105610561056105,4.29042904290429,42.57425742574257,27,1,4,5,14
73,Anton Stralman,FLA,D,78.54785478547855,86.13861386138613,56.76567656765676,5.2805280528052805,69,5,14,19,14
75,Andy Greene,"N.J, NYI",D,53.135313531353134,60.396039603960396,26.4026402640264,72.60726072607261,63,2,12,14,16
77,Alex Biega,DET,D,30.033003300330037,16.5016501650165,41.584158415841586,85.8085808580858,49,0,3,3,24
80,Erik Johnson,COL,D,46.53465346534654,63.03630363036304,54.78547854785478,45.21452145214521,59,3,13,16,20
87,Jeff Petry,MTL,D,81.1881188118812,77.55775577557755,79.20792079207921,73.26732673267327,71,11,29,40,26
93,Korbinian Holzer,"ANA, NSH",D,2.6402640264026402,4.9504950495049505,9.900990099009901,19.471947194719473,49,1,3,4,35
101,Karl Alzner,MTL,D,95.7095709570957,90.42904290429043,8.25082508250825,97.35973597359737,4,0,0,0,0
103,Steven Kampfer,BOS,D,73.92739273927393,53.135313531353134,37.62376237623762,95.7095709570957,10,0,2,2,2
106,Ian Cole,COL,D,64.68646864686468,57.42574257425742,72.93729372937293,57.0957095709571,65,4,22,26,36
107,Justin Braun,PHI,D,37.95379537953795,51.81518151815182,34.98349834983499,43.56435643564357,62,3,16,19,18
108,Kevin Shattenkirk,T.B,D,76.23762376237624,63.366336633663366,75.24752475247524,72.27722772277228,70,8,26,34,38
114,P.K. Subban,N.J,D,38.28382838283829,32.34323432343234,62.04620462046204,47.524752475247524,68,7,11,18,79
117,Brendan Smith,NYR,D,15.181518151815181,42.244224422442244,4.62046204620462,49.834983498349835,62,3,5,8,71
121,Carl Gunnarsson,STL,D,16.17161716171617,23.762376237623762,46.2046204620462,20.462046204620464,36,2,5,7,16
122,Yannick Weber,NSH,D,11.55115511551155,22.442244224422442,18.151815181518153,89.10891089108911,41,1,2,3,14
124,Robert Bortuzzo,STL,D,44.884488448844884,37.29372937293729,55.775577557755774,69.96699669966998,42,2,4,6,21
127,Ryan McDonagh,T.B,D,31.353135313531354,35.973597359735976,18.48184818481848,61.71617161716172,50,1,11,12,19
130,Jake Muzzin,TOR,D,74.58745874587459,62.37623762376238,84.15841584158416,65.01650165016501,53,6,17,23,40
131,Alec Martinez,"L.A, VGK",D,33.33333333333333,48.84488448844885,43.89438943894389,17.491749174917494,51,3,13,16,23
135,Nick Holden,VGK,D,80.85808580858085,79.20792079207921,51.15511551155115,76.56765676567657,61,6,8,14,13
136,Jason Demers,ARI,D,23.432343234323433,11.881188118811881,60.066006600660074,44.554455445544555,50,0,11,11,25
140,Drew Doughty,L.A,D,7.590759075907591,20.13201320132013,17.82178217821782,35.31353135313531,67,7,28,35,36
142,Alex Pietrangelo,STL,D,91.41914191419141,84.81848184818482,97.6897689768977,36.633663366336634,70,16,36,52,20
143,Zach Bogosian,"BUF, T.B",D,16.5016501650165,30.033003300330037,57.755775577557756,9.900990099009901,27,1,6,7,22
144,Luke Schenn,T.B,D,10.231023102310232,40.26402640264026,17.491749174917494,1.3201320132013201,25,1,2,3,23
