Id,Player,Team,Position,Overall%,Individual%,Offensive%,Defensive%,GP,Goals,Assists,Points,PIM
2,Joe Thornton,FLA,C,13.050075872534142,16.69195751138088,21.699544764795146,12.291350531107739,34,5,5,10,10
3,Jason Spezza,TOR,C,25.03793626707132,28.98330804248862,28.83156297420334,64.18816388467374,71,12,13,25,26
6,Jeff Carter,PIT,C,21.396054628224583,47.040971168437025,28.528072837632777,5.159332321699544,76,19,26,45,38
7,Dustin Brown,L.A,"L, R",31.86646433990895,59.48406676783004,35.053110773899846,28.376327769347498,64,9,19,28,20
8,Zach Parise,NYI,L,63.7329286798179,39.30197268588771,86.34294385432474,28.98330804248862,82,15,20,35,28
9,Ryan Getzlaf,ANA,C,40.819423368740516,19.575113808801213,68.5887708649469,63.58118361153262,56,3,34,37,29
11,Brian Boyle,PIT,C,45.52352048558422,45.371775417298934,32.92867981790592,70.25796661608497,66,11,10,21,27
12,Corey Perry,T.B,R,62.36722306525038,40.51593323216996,51.289833080424884,79.96965098634294,82,19,21,40,66
13,Loui Eriksson,ARI,L,67.98179059180576,76.63125948406677,50.834597875569045,32.16995447647951,73,3,16,19,6
14,Patrice Bergeron,BOS,C,98.78603945371776,92.8679817905918,98.63429438543247,92.41274658573596,73,25,40,65,32
15,Brad Richardson,"CGY, VAN",R,2.731411229135053,6.373292867981791,6.525037936267071,40.06069802731411,44,4,4,8,35
16,Nate Thompson,PHI,C,1.2139605462822458,1.8209408194233687,5.918057663125948,15.933232169954476,33,1,2,3,31
17,Joe Pavelski,DAL,C,97.72382397572079,91.04704097116844,99.39301972685888,56.449165402124436,82,27,54,81,14
19,Alex Ovechkin,WSH,L,78.45220030349014,89.98482549317147,76.63125948406677,4.855842185128983,77,50,40,90,18
20,Evgeni Malkin,PIT,C,53.86949924127465,50.3793626707132,64.03641881638846,46.737481031866466,41,20,22,42,24
21,Andrew Ladd,ARI,L,11.836115326251896,5.007587253414264,40.21244309559939,38.54324734446131,51,7,5,12,47
22,Blake Wheeler,WPG,R,50.682852807283766,55.23520485584219,84.37025796661608,9.863429438543248,65,17,43,60,36
23,Alexander Radulov,DAL,R,41.122913505311075,22.91350531107739,63.88467374810318,28.83156297420334,71,4,18,22,30
24,Blake Comeau,DAL,L,16.5402124430956,8.952959028831563,12.44309559939302,91.19878603945372,6,1,0,1,4
28,Paul Stastny,WPG,C,94.08194233687405,86.34294385432474,93.93019726858877,67.07132018209408,71,21,24,45,14
29,Sidney Crosby,PIT,C,74.96206373292867,62.9742033383915,96.20637329286798,46.28224582701062,69,31,53,84,32
31,Anze Kopitar,L.A,C,77.69347496206373,79.21092564491654,65.09863429438543,31.71471927162367,81,19,48,67,14
33,T.J. Oshie,WSH,R,64.4916540212443,81.94233687405159,32.77693474962064,40.819423368740516,44,11,14,25,18
34,Andrew Cogliano,"COL, S.J",C,8.34597875569044,13.201820940819422,11.987860394537178,55.23520485584219,74,4,12,16,20
35,James Neal,STL,L,87.86039453717754,85.58421851289833,16.69195751138088,93.32321699544764,19,2,2,4,0
40,Darren Helm,COL,C,18.968133535660094,38.998482549317146,18.361153262518968,41.7298937784522,68,7,8,15,14
41,Ryan Reaves,NYR,R,1.9726858877086493,3.490136570561457,4.704097116843703,32.01820940819423,69,5,8,13,43
43,Patric Hornqvist,FLA,R,58.421851289833086,64.03641881638846,60.39453717754173,26.251896813353564,65,11,17,28,19
46,Brad Marchand,BOS,L,90.59180576631259,67.07132018209408,98.02731411229135,77.69347496206373,70,32,48,80,97
47,Nick Foligno,BOS,L,21.699544764795146,17.298937784522003,22.306525037936268,55.84218512898331,64,2,11,13,61
49,Kyle Okposo,BUF,R,40.06069802731411,42.792109256449166,43.55083459787557,47.496206373292864,74,21,24,45,43
50,Trevor Lewis,CGY,C,20.637329286798177,47.95144157814871,6.980273141122914,19.119878603945374,80,6,10,16,12
51,Leo Komarov,NYI,R,1.8209408194233687,0.30349013657056145,30.500758725341427,99.84825493171472,1,0,0,0,2
52,Milan Lucic,CGY,L,8.49772382397572,9.559939301972687,14.719271623672231,29.438543247344462,82,10,11,21,84
53,Cal Clutterbuck,NYI,R,33.8391502276176,53.566009104704094,8.952959028831563,91.04704097116844,59,6,9,15,10
55,Claude Giroux,"FLA, PHI","C, R",76.02427921092566,48.25493171471928,88.01213960546282,83.61153262518968,75,21,44,65,26
56,Jordan Staal,CAR,C,86.79817905918058,74.05159332321699,65.25037936267071,76.17602427921094,78,17,19,36,18
57,Derick Brassard,"EDM, PHI",C,38.39150227617603,29.590288315629742,40.819423368740516,70.71320182094082,46,8,11,19,16
58,Phil Kessel,ARI,"C, R",37.7845220030349,35.81183611532625,77.54172989377845,8.801213960546281,82,8,44,52,40
59,Nicklas Backstrom,WSH,C,20.18209408194234,33.99089529590288,32.01820940819423,14.87101669195751,47,6,25,31,12
60,Jonathan Toews,CHI,C,54.3247344461305,26.403641881638844,91.350531107739,21.851289833080425,71,12,25,37,39
61,Mathieu Perreault,MTL,C,61.76024279210925,59.332321699544764,71.32018209408194,19.726858877086496,25,4,5,9,4
62,Alex Killorn,T.B,"C, L",29.1350531107739,39.90895295902883,56.145675265553876,10.015174506828528,82,25,34,59,66
63,Jamie Benn,DAL,L,26.555386949924127,38.694992412746586,68.74051593323217,3.338391502276176,82,18,28,46,88
64,Nick Bonino,S.J,C,22.003034901365705,36.41881638846737,18.512898330804248,51.593323216995444,80,16,10,26,18
68,Pat Maroon,T.B,L,37.481031866464335,13.808801213960548,40.51593323216996,80.42488619119878,81,11,16,27,134
69,James van Riemsdyk,PHI,L,65.09863429438543,61.76024279210925,70.8649468892261,37.177541729893775,82,24,14,38,25
70,Paul Byron,MTL,L,51.593323216995444,79.05918057663126,24.88619119878604,66.46433990895297,27,4,3,7,2
71,Sam Gagner,DET,C,32.62518968133536,31.10773899848255,44.15781487101669,49.165402124430955,81,13,18,31,32
72,Logan Couture,S.J,C,90.28831562974203,76.02427921092566,92.41274658573596,50.986342943854325,77,23,33,56,18
74,Riley Nash,"ARI, T.B, WPG",C,9.559939301972687,10.62215477996965,14.264036418816389,65.85735963581185,49,0,4,4,10
76,Kyle Turris,EDM,C,30.652503793626707,65.85735963581185,13.050075872534142,5.614567526555387,23,1,3,4,4
77,Brad Malone,EDM,C,21.2443095599393,48.710166919575116,18.81638846737481,52.65553869499241,8,1,1,2,2
79,Colton Sceviour,EDM,C,19.271623672230653,16.5402124430956,20.18209408194234,73.59635811836115,35,2,3,5,26
80,David Perron,STL,L,57.35963581183612,37.481031866464335,38.694992412746586,87.55690440060698,67,27,30,57,48
81,Patrick Kane,CHI,R,94.38543247344461,91.65402124430956,88.46737481031866,34.901365705614566,78,26,66,92,18
83,Evgenii Dadonov,VGK,R,70.10622154779969,67.6783004552352,69.95447647951441,33.38391502276176,78,20,23,43,18
84,Mikael Backlund,CGY,C,62.2154779969651,54.3247344461305,65.85735963581185,47.64795144157815,82,12,27,39,28
86,Max Pacioretty,VGK,L,71.01669195751138,58.421851289833086,76.93474962063733,42.33687405159332,39,19,18,37,33
87,Jakub Voracek,CBJ,R,24.279210925644918,18.664643399089528,45.6752655538695,41.426403641881635,79,6,56,62,44
90,Carl Hagelin,WSH,L,32.16995447647951,14.719271623672231,49.013657056145675,53.262518968133534,53,3,11,14,20
91,Lars Eller,WSH,C,28.376327769347498,31.71471927162367,52.20030349013657,27.010622154779966,72,13,18,31,40
92,Wayne Simmonds,TOR,R,18.361153262518968,28.83156297420334,19.878603945371776,21.2443095599393,72,5,11,16,96
94,Jay Beagle,ARI,C,1.5174506828528074,1.3657056145675266,19.726858877086496,6.373292867981791,33,1,1,2,27
96,Steven Stamkos,T.B,C,62.9742033383915,60.09104704097117,78.90743550834598,14.41578148710167,81,42,64,106,36
100,Josh Bailey,NYI,"C, R",65.70561456752657,87.55690440060698,45.97875569044006,15.022761760242792,74,14,30,44,6
104,Jordan Eberle,SEA,"C, R",81.33535660091047,88.61911987860395,75.26555386949924,10.166919575113809,79,21,23,44,14
105,Tyler Ennis,OTT,"C, R",54.47647951441578,61.91198786039453,53.71775417298937,48.710166919575116,57,8,16,24,16
109,Zac Dalpe,FLA,C,29.286798179059183,75.72078907435508,1.3657056145675266,93.01972685887708,1,0,0,0,0
111,Derek Stepan,CAR,C,72.23065250379362,65.55386949924127,60.24279210925645,60.39453717754173,58,9,10,19,14
114,Adam Henrique,ANA,C,94.53717754172989,86.03945371775417,95.75113808801214,42.4886191198786,58,19,23,42,14
116,Gustav Nyquist,CBJ,C,23.975720789074355,33.53566009104704,69.3474962063733,5.7663125948406675,82,18,35,53,26
117,Derek Grant,ANA,C,25.948406676783005,42.4886191198786,47.496206373292864,8.649468892261002,71,15,14,29,27
120,Matt Martin,NYI,L,12.898330804248861,2.8831562974203337,15.933232169954476,92.1092564491654,71,3,4,7,70
121,Cam Atkinson,PHI,R,89.83308042488619,96.81335356600911,73.14112291350531,26.555386949924127,73,23,27,50,10
125,Antoine Roussel,ARI,L,15.326251896813353,16.084977238239755,40.971168437025796,37.93626707132019,53,4,4,8,59
126,Tyler Johnson,CHI,C,7.890743550834597,8.34597875569044,58.11836115326252,21.396054628224583,26,3,4,7,12
127,Mike Hoffman,MTL,C,11.987860394537178,18.81638846737481,26.858877086494687,55.69044006069803,67,15,20,35,32
128,Tyler Bozak,STL,C,16.99544764795144,12.44309559939302,25.796661608497722,58.573596358118365,50,3,9,12,12
129,Marcus Johansson,"SEA, WSH",L,86.94992412746586,88.31562974203338,77.2382397572079,27.46585735963581,69,9,20,29,4
130,Kyle Palmieri,NYI,"C, R",73.89984825493171,50.22761760242792,87.4051593323217,53.566009104704094,69,15,18,33,57
131,Ryan O'Reilly,STL,C,80.12139605462822,80.2731411229135,40.06069802731411,76.32776934749621,78,21,37,58,12
132,Kyle Clifford,"STL, TOR",L,6.828528072837632,11.684370257966616,9.104704097116842,46.4339908952959,25,1,3,4,31
133,Alex Chiasson,VAN,R,43.39908952959029,50.834597875569045,42.03338391502276,33.0804248861912,67,13,9,22,24
134,Jakob Silfverberg,ANA,R,13.960546282245827,30.045523520485585,26.251896813353564,34.749620637329286,53,5,16,21,30
135,John Tavares,TOR,C,59.78755690440061,70.71320182094082,71.47192716236722,8.49772382397572,79,27,49,76,32
137,Matt Duchene,NSH,C,82.09408194233687,62.51896813353566,94.84066767830045,27.921092564491655,78,43,43,86,38
138,Evander Kane,EDM,L,59.93930197268589,59.180576631259484,85.73596358118361,33.99089529590288,43,22,17,39,60
139,Brayden Schenn,STL,C,23.06525037936267,37.329286798179055,40.36418816388468,11.987860394537178,62,24,34,58,33
141,Nazem Kadri,COL,C,78.14871016691957,61.153262518968134,93.17147192716236,38.08801213960547,71,28,59,87,71
144,Zack Kassian,EDM,R,19.726858877086496,9.711684370257966,35.96358118361153,61.76024279210925,58,6,13,19,63
147,Chris Kreider,NYR,L,91.80576631259484,78.60394537177542,87.10166919575114,63.7329286798179,81,52,25,77,24
150,Reilly Smith,VGK,R,96.96509863429439,99.08952959028832,87.55690440060698,24.73444613050076,56,16,22,38,6
151,Tomas Tatar,N.J,L,59.63581183611532,52.50379362670713,63.277693474962064,53.86949924127465,76,15,15,30,22
155,Richard Panik,NYI,R,93.62670713201821,90.28831562974203,76.4795144157815,81.18361153262519,4,0,1,1,0
157,Marcus Foligno,MIN,L,62.51896813353566,29.1350531107739,62.82245827010622,86.94992412746586,74,23,19,42,112
158,Craig Smith,BOS,C,64.94688922610014,71.32018209408194,73.44461305007587,17.602427921092563,74,16,20,36,28
160,Casey Cizikas,NYI,C,8.801213960546281,14.41578148710167,6.0698027314112295,84.9772382397572,74,10,6,16,48
162,Nicolas Deslauriers,"ANA, MIN",L,5.159332321699544,10.773899848254933,15.629742033383915,20.637329286798177,81,8,5,13,113
163,Cody Eakin,BUF,C,5.462822458270106,7.587253414264036,9.408194233687405,63.88467374810318,69,4,8,12,22
166,Erik Haula,BOS,L,43.55083459787557,44.764795144157816,45.52352048558422,47.192716236722305,78,18,26,44,47
167,Anders Lee,NYI,"C, L",41.426403641881635,47.496206373292864,91.95751138088012,3.6418816388467374,76,28,18,46,34
169,Nic Dowd,WSH,C,53.110773899848255,22.15477996965099,46.889226100151745,73.2928679817906,64,10,14,24,44
